#: table_doi: 10.17182/hepdata.153301.v1/t9
#: name: Results for full matrix m(tt) differential
#: description: Results for full matrix measurement differential in $m(t\bar{t})$
#: data_file: results_for_full_matrix_m(tt)_differential.yaml
#: keyword reactions: P P --> TOP TOPBAR
#: keyword cmenergies: 13000
#: RE,P P --> TOP TOPBAR
#: SQRT(S) [TeV],13
#: LUMI [fb$^{-1}$],138
#: Results for,full matrix measurement differential in $m(t\bar{t})$
#: Location,Figures 19-20
Coefficient name,Measured coefficient value,stat +,stat -,syst +,syst -
$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-0.026369,0.050141,-0.050141,0.011062,-0.011062

Coefficient name,Powheg+P8 predicted coefficient,ME scale and PDF uncertainties +,ME scale and PDF uncertainties -
$c$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0,0.11384,-0.11384
$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0032447,4.6404e-05,-4.6404e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00021278,2.9955e-05,-2.9955e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0063793,5.5507e-05,-5.5507e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0028809,4.9252e-05,-4.9252e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00015839,3.8738e-05,-3.8738e-05
$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0066039,3.613e-05,-3.613e-05
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.27743,0.0074336,-0.0074336
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.48282,0.002791,-0.002791
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.49327,0.0054158,-0.0054158
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0007612,0.00010128,-0.00010128
$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.18866,0.0038303,-0.0038303
$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.0001933,0.00011284,-0.00011284
$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00032955,9.7336e-05,-9.7336e-05
$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00015179,9.8236e-05,-9.8236e-05
$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00082171,0.00012643,-0.00012643
$c$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0,0.10853,-0.10853
$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0021943,2.7805e-05,-2.7805e-05
$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0002381,4.1027e-05,-4.1027e-05
$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0048237,1.6615e-05,-1.6615e-05
$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0021976,1.7698e-05,-1.7698e-05
$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,4.676e-05,4.1129e-05,-4.1129e-05
$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0048643,2.5996e-05,-2.5996e-05
$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.012646,0.0055409,-0.0055409
$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.29811,0.00034519,-0.00034519
$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.32574,0.0037009,-0.0037009
$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00026141,9.2294e-05,-9.2294e-05
$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.2214,0.0024185,-0.0024185
$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0002648,5.2908e-05,-5.2908e-05
$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00022547,0.00010462,-0.00010462
$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0010232,0.00011392,-0.00011392
$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00012303,7.3566e-05,-7.3566e-05
$c$ for $600 < m(t\bar{t}) < 800 $ GeV,1.0,0.1132,-0.1132
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0010667,4.2174e-05,-4.2174e-05
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,8.527e-05,2.6333e-05,-2.6333e-05
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0045015,5.5307e-05,-5.5307e-05
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0012436,5.9978e-05,-5.9978e-05
$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00032788,7.6771e-05,-7.6771e-05
$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0038368,0.00011257,-0.00011257
$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.1154,0.007013,-0.007013
$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.20534,0.0023564,-0.0023564
$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.1205,0.007104,-0.007104
$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00098156,0.00014159,-0.00014159
$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.19997,0.0034466,-0.0034466
$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00017724,0.00014204,-0.00014204
$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00024336,8.3443e-05,-8.3443e-05
$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0017009,0.00021653,-0.00021653
$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00020948,0.00027623,-0.00027623
$c$ for $m(t\bar{t}) > 800 $ GeV,1.0,0.12096,-0.12096
$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.00089969,0.0001729,-0.0001729
$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-0.00022041,0.00021284,-0.00021284
$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.0028856,0.00013571,-0.00013571
$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.00011941,0.00012111,-0.00012111
$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,-0.00032444,0.00023758,-0.00023758
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.0028332,9.6095e-05,-9.6095e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-0.13309,0.0079779,-0.0079779
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,0.16968,0.0045698,-0.0045698
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-0.041208,0.012229,-0.012229
$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.00023958,0.00050696,-0.00050696
$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.14823,0.0045914,-0.0045914
$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.00040287,0.00029954,-0.00029954
$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-0.0012934,0.0001979,-0.0001979
$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.00051625,0.00022603,-0.00022603
$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.00014753,0.00045693,-0.00045693

Coefficient name,Powheg+H7 predicted coefficient
$c$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0058
$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0036725
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00035283
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0070371
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.002145
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00032213
$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.007102
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.24434
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.45442
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.45502
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.0001367
$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.18749
$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.7087e-05
$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.0010702
$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00089131
$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0014236
$c$ for $400 < m(t\bar{t}) < 600 $ GeV,0.99976
$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0024883
$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,7.5506e-05
$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.005761
$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0019286
$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.3562e-05
$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0059948
$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.006378
$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.28884
$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.30916
$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.000286
$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.21586
$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00098968
$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00028137
$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00098252
$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0017287
$c$ for $600 < m(t\bar{t}) < 800 $ GeV,0.9955
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0012564
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00016804
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.004942
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00089076
$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00036215
$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0046109
$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.11316
$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.20071
$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.11797
$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00063822
$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.19662
$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00015052
$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00089081
$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0020513
$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00046896
$c$ for $m(t\bar{t}) > 800 $ GeV,0.99253
$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.00054762
$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,0.00068243
$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.0041029
$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.00031298
$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,0.0001258
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.0033807
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-0.12952
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,0.1643
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-0.033609
$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,0.00093866
$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.14623
$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,0.0027408
$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.00085825
$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.00059644
$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.0018115

Coefficient name,MG5_aMC+P8 predicted coefficient
$c$ for $300 < m(t\bar{t}) < 400 $ GeV,0.93185
$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00048838
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00054406
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00023171
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00084746
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00016373
$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00069548
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.30134
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.50194
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.52359
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00071103
$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.18111
$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00067284
$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00018325
$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00080295
$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.003505
$c$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0044
$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00083191
$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00039834
$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0018416
$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0010438
$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00015271
$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0020884
$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.014154
$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.29855
$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.33387
$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0013195
$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.22184
$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0010836
$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.001077
$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.0015602
$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,0.0014118
$c$ for $600 < m(t\bar{t}) < 800 $ GeV,1.0426
$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00048009
$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00050324
$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.0025347
$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00019789
$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00039261
$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00091765
$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.11563
$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.20673
$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.12564
$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0059923
$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.20539
$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00082901
$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0034298
$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00015613
$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.0029375
$c$ for $m(t\bar{t}) > 800 $ GeV,1.0688
$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.0015323
$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,0.00031319
$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,-0.0039543
$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,0.00038722
$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,0.0018313
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.0004798
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-0.12565
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,0.16878
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-0.037658
$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.0048645
$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.14136
$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,0.00355
$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-0.0021332
$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.00028726
$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,0.0005802

Coefficient name,MiNNLO+P8 predicted coefficient
$c$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0045
$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0025331
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00030114
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0021105
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0038829
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0054863
$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0016972
$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.29541
$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.49379
$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.51454
$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.011843
