#: table_doi: 10.17182/hepdata.153301.v1/t10
#: name: Covariance for full matrix m(tt) differential
#: description: Covariance for full matrix measurement differential in $m(t\bar{t})$
#: data_file: covariance_for_full_matrix_m(tt)_differential.yaml
#: keyword reactions: P P --> TOP TOPBAR
#: keyword cmenergies: 13000
#: RE,P P --> TOP TOPBAR
#: SQRT(S) [TeV],13
#: LUMI [fb$^{-1}$],138
x-axis,y-axis,Covariance
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1009e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.7414e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.5047e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.8643e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.8936e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.5642e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.3223e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.3393e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.5998e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.5905e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.4253e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,6.8728e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.8736e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,9.6483e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-6.3209e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.5228e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.8341e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-6.8906e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-3.6062e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,1.0737e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,5.4981e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-3.5049e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,1.2895e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,0.00027589
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-5.7058e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,2.803e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,0.00024548
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,2.9339e-07
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.00019047
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-4.014e-06
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,1.2886e-05
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-0.00010183
$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-8.0634e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00014486
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.1189e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.0649e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.0033e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.7115e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.7147e-08
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.7264e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-6.5406e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.1098e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.5095e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.0324e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.4066e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,6.2375e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.2204e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.3313e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.2154e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,9.6403e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.0756e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.0303e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.6294e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.9543e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.0675e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.9936e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,8.4953e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1717e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.7494e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0272e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.5172e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.8205e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.1122e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.289e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.3785e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,8.6428e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.3036e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.709e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.4081e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.0229e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-9.56e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.7626e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00048482
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.0407e-09
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.5997e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.8912e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,0.00035857
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.7051e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.5221e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-7.6114e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,8.0079e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,6.9738e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-0.00010308
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-2.7722e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,1.1026e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-0.00010126
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,3.5458e-07
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,-5.7058e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,0.0018927
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,-5.7297e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,4.9407e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,1.2465e-05
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-0.00045647
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,3.3346e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-2.1249e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,1.8571e-06
$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-2.9619e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-6.4194e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.2711e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.3634e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.1205e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,6.4953e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,7.766e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,8.0565e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.1826e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.6282e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.2867e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-4.884e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-7.3209e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.3276e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-8.9328e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.6096e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.9793e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.7338e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-4.5299e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.884e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0397e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.5222e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.645e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,8.9689e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1957e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,5.5667e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.4323e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,8.2696e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.4703e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1297e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,4.7297e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0793e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.9606e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.5182e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.7813e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.9866e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,6.6392e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.4889e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.4045e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,6.0595e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-6.3396e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00027607
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,-8.2983e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.7557e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.0827e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.2007e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.148e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.4981e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.155e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-3.2834e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-8.4679e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-2.2062e-07
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,2.791e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.1814e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,-1.2729e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,2.803e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-5.7297e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,0.00080145
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-3.8512e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,4.6208e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,5.3917e-09
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-1.2606e-05
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.3452e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-3.3641e-06
$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.3793e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00020499
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.1299e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.1652e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-4.5866e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.3665e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.9362e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-4.2018e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.5606e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.7645e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00012964
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-6.3818e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.9517e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0458e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0276e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.4141e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,6.7443e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,0.00013354
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,4.58e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.846e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.325e-06
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0511e-05
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.2812e-07
$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.6639e-06
